Date,AXP,AAPL,CAT,BA,CSCO,CVX,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,V,WMT,DIS
7/2/09,1992,6950,940,2631,1855,713,879,1188,2322,2665,1218,3100,2430,1012,5897,2176,6061,802,448,12412,3315,918,1760,250,240,279,1438,897,4758,5094
7/3/09,1328,5705,814,5578,1457,663,713,1007,1902,3164,950,2730,2185,818,5577,1707,5780,675,361,13133,3160,745,1369,213,162,238,1091,771,3810,4512
7/4/09,1101,5038,786,1739,1062,542,670,894,1654,2120,802,2050,1755,660,4323,1218,4905,503,282,12028,2787,542,1261,128,85,189,799,862,3396,4500
7/5/09,1049,5223,686,1832,985,550,571,849,1580,1627,835,2136,1906,622,4573,1161,4819,513,267,6730,3359,567,1227,149,73,172,813,728,4510,5060
7/6/09,1714,6850,1010,2320,1902,827,958,1397,2400,2943,1245,3352,2438,1164,6196,2191,6483,817,468,7322,4982,965,1829,240,241,308,1471,1298,5654,5903
7/7/09,1578,6819,1012,2509,1873,748,984,1260,2466,3026,1142,3097,2616,1093,6497,2197,6254,769,537,12212,3956,1051,1894,241,262,328,1440,1111,4512,5524
7/8/09,1624,7166,938,2286,1989,1019,902,1453,2606,2550,1207,3195,2607,1112,6046,2428,6186,849,544,15475,4187,1059,1804,260,278,291,1487,1058,5287,5120
7/9/09,1588,6991,987,2187,1819,915,1248,1532,2652,2382,1101,3121,2584,1161,5921,2310,6176,855,605,15252,4057,978,1867,277,261,373,1453,980,5843,5708
7/10/09,1368,5684,939,2101,1763,1019,827,1264,2758,2122,1037,3009,2700,986,5564,2251,5743,723,442,14499,3549,941,1539,249,221,669,1306,913,5297,5026
7/11/09,1075,4699,637,1699,1103,606,623,896,1604,1422,1310,1891,1973,672,4483,1558,4642,535,354,12952,2632,714,1208,182,137,325,1002,620,5311,4339
7/12/09,1449,4852,743,1826,1100,525,609,902,1683,1407,1506,2233,1970,653,4802,1815,5280,592,287,13174,2874,645,1297,158,143,258,977,651,6129,4568
7/13/09,1553,6625,973,2325,1874,802,938,1329,2474,4588,1347,3287,2744,1196,6226,2207,6620,796,527,15052,4007,1013,1947,311,236,353,1391,897,5950,5227
7/14/09,1565,6613,1089,2566,2045,852,958,1536,2735,10505,1180,3355,2972,1308,6234,2442,6610,857,564,15281,3918,1033,1955,280,285,392,1446,1063,5677,5157
7/15/09,1772,6529,944,3201,1955,819,933,1503,2540,8175,1205,3086,3343,1205,6065,2887,6380,821,543,15045,3816,989,1916,290,268,573,1416,1185,6271,5032
7/16/09,1944,6461,893,2708,1951,838,902,1422,2550,5693,1419,3406,2899,1242,6006,3665,5888,813,562,15190,3805,1028,1907,310,289,395,1451,1246,6319,5164
7/17/09,1529,5863,923,2369,1915,802,899,1269,2827,5559,1108,3521,2625,998,5752,2885,6003,830,513,12576,4152,887,1601,266,242,366,1398,1067,6345,6064
7/18/09,1246,4914,681,1713,1216,537,602,876,1908,3508,1022,2102,2081,635,5024,1827,4876,526,321,12383,3352,571,1183,159,140,272,1077,727,4450,4759
7/19/09,1206,5018,745,2045,1227,526,632,998,1842,3542,983,2168,2108,849,4976,1546,5167,616,301,7293,3501,647,1400,181,130,255,1025,750,6462,4693
7/20/09,1609,6254,997,2448,1948,1005,985,1405,2666,3863,1548,3180,2609,1192,6359,2436,6336,874,569,7807,4304,1091,1926,293,268,353,1501,992,5305,5389
7/21/09,1627,6710,1353,2621,1935,1227,1223,1489,2591,3458,1265,3160,2807,1224,6523,2516,6464,836,627,10477,4200,1185,1905,343,349,428,1563,1015,5453,5417
7/22/09,1698,7712,1088,2984,2111,929,1047,1448,2553,3179,1193,3429,2808,1261,6354,2486,7201,943,609,10170,4330,1250,1999,308,368,428,1602,1001,5214,5891
7/23/09,1647,6955,952,2535,1951,886,1053,1403,2489,2890,1162,3178,2712,1256,5926,2396,7432,1147,621,9821,4071,1238,1913,300,499,439,1488,1130,5006,5514
7/24/09,1575,6269,892,2359,1792,826,904,1344,2296,2610,1064,2942,2650,917,5446,1938,6317,921,519,7527,3761,996,1712,297,362,330,1396,1036,4584,5026
7/25/09,1193,4760,695,1960,1160,624,634,941,1692,1766,962,2184,2185,729,4409,1437,5023,622,347,7121,3362,673,1143,122,167,221,1030,695,3926,4751
7/26/09,1068,5081,681,1970,1250,592,708,957,1763,1803,919,2356,1941,809,5185,1428,5697,538,327,7467,3522,653,1384,162,171,235,900,777,4410,4699
7/27/09,1635,6636,981,2607,2016,749,995,1359,2512,2699,1112,3173,2825,1194,6617,2412,6789,819,543,9349,3880,1102,2001,300,392,369,1989,1111,5526,5751
7/28/09,1641,6750,904,2446,2021,970,1034,1395,2649,2852,1122,3667,3083,1241,7730,2587,6560,917,578,9529,3877,1196,2054,301,699,285,2093,1192,5082,5502
7/29/09,1646,7278,994,2296,1972,856,911,1418,2494,2715,1091,3778,2652,1154,6813,2460,6358,866,542,9944,3688,1040,1864,232,441,337,1600,1205,5147,5620
7/30/09,1701,6567,990,2404,1863,906,1063,1586,2658,2663,1165,3100,2909,1074,6827,2331,6421,840,608,9785,3851,1144,1867,300,396,329,1615,1269,4907,5500
7/31/09,1506,5840,923,2197,1659,829,879,1370,2390,2298,1138,2857,2487,950,5600,2373,5750,736,436,7735,3601,933,1529,258,358,299,1462,1055,4774,5073
8/1/09,1158,5508,687,1713,1168,623,658,1054,1774,1334,1110,1961,2121,720,4832,1546,4893,600,259,5279,3036,654,1299,159,212,186,1008,766,4236,4773
8/2/09,1134,5635,716,1850,1188,644,689,1069,1813,1723,1173,2087,2073,717,5052,1329,5263,573,351,6184,3257,617,1472,138,191,194,1082,791,4838,5080
8/3/09,1756,7938,964,2263,1837,827,1001,1530,2593,2551,1364,2946,2643,1292,6187,2384,6441,804,534,6668,4002,954,1938,315,342,317,1615,1044,6700,5666
8/4/09,1731,7323,1058,2350,2373,838,969,1451,2777,3025,1444,3077,2736,1319,6620,2540,6533,912,598,8422,4114,1130,2028,317,376,338,1711,1162,7145,5527
8/5/09,1693,6685,1097,2259,2058,859,879,1416,2577,2683,1329,3030,2570,1399,6095,2472,6716,836,533,10476,3864,1068,2577,321,329,302,1507,1164,6545,5273
8/6/09,1726,7169,920,2214,2267,762,855,1261,2669,3020,1693,3013,2691,1402,5884,2409,6326,858,539,8148,3787,1049,2305,305,391,335,1405,1162,6310,5172
8/7/09,1524,6651,930,2036,1798,878,820,1222,2523,2272,1252,2939,2475,1120,5627,2138,5695,801,504,8313,3927,937,1781,272,576,310,1446,1021,5853,5177
8/8/09,1145,5314,752,1554,1144,671,631,883,1732,1520,1095,2147,2044,733,4705,1435,4898,553,379,6901,3169,659,1268,193,251,191,1035,774,4903,4685
8/9/09,1202,5886,750,1665,1094,573,656,944,1808,1877,1012,2203,2053,727,5144,1377,5262,640,324,6813,3223,692,1397,145,228,204,926,816,5159,5154
8/10/09,1836,7318,1021,2189,1887,844,993,1306,2587,2504,1322,3251,2807,1266,6362,2252,6900,867,740,8109,4391,1066,2070,287,449,332,1494,1088,7012,5542
8/11/09,1689,7354,976,2182,1979,867,990,1351,2653,2237,1357,3312,3048,1202,6782,2603,7331,869,570,8566,4109,1079,2221,316,606,298,2431,1005,6924,5468
8/12/09,1807,7065,975,2207,1966,819,923,1311,2909,2076,1217,3968,2849,1213,6160,2425,6632,931,567,8425,3867,1148,2030,356,597,313,1750,1016,8901,5288
8/13/09,1728,8080,861,2143,1800,863,900,1433,2689,1993,1259,3543,2656,1188,5968,2298,6303,931,583,10234,3918,1071,3251,291,523,289,1487,1023,7211,5300
8/14/09,1424,7416,778,2115,1578,750,987,1156,2415,1756,1193,2842,2570,1015,5586,2278,5814,723,457,7909,3716,934,2506,197,434,293,1367,957,6297,5050
8/15/09,1232,5398,656,1655,1059,564,599,852,1744,1352,1022,1987,2098,741,4858,1656,5101,536,282,8229,2931,637,1409,152,270,207,1006,723,5168,4750
8/16/09,1166,5805,687,1753,1006,724,703,879,1853,1278,978,2020,2097,707,5120,1450,5153,577,307,7594,3665,648,1372,168,238,185,991,699,5326,5735
8/17/09,1630,7289,887,2327,1931,796,1032,1299,2491,1967,1382,3267,2637,1071,6634,2318,6513,795,521,7994,4479,1066,1945,297,525,341,1472,1049,6745,5464
8/18/09,1752,8554,886,2191,1972,969,1003,1531,2573,2114,1502,3325,2854,1190,6547,2482,6633,860,513,9653,4397,1110,2024,305,580,306,1538,1071,6602,5587
8/19/09,1746,7774,931,2247,1877,1008,954,1550,2426,2007,1365,3395,2773,1083,6272,2360,6126,802,598,10131,4150,1089,1958,281,664,285,1475,1046,6484,5076
8/20/09,1720,7141,921,2088,1848,876,1179,1466,2368,2363,1212,3547,2728,1215,6505,2126,6103,803,519,9834,4023,1055,1857,284,694,322,1351,1019,6266,5064
8/21/09,1556,6954,830,1987,1658,799,927,1302,2224,1832,1203,2943,2681,989,5882,1935,5837,731,531,8898,3892,982,1780,268,534,305,1273,1010,5779,5132
8/22/09,1114,5541,738,1542,1189,622,663,980,1607,1402,1044,2161,2240,764,4698,1289,5011,509,328,5448,3100,677,1383,181,312,248,1021,797,5211,4475
8/23/09,1205,6475,809,1717,1184,758,702,1100,1791,1400,1106,2365,2360,802,5252,1256,5369,549,329,5602,3541,730,1507,145,255,195,959,766,5599,4760
8/24/09,1609,8002,901,2167,2005,910,971,1354,2562,2564,1318,3208,2925,1148,6643,2051,6746,799,525,7390,4492,1044,2365,285,487,327,1389,1105,6483,5084
8/25/09,1756,8635,960,2145,2040,953,1091,1406,2615,2674,1483,3230,3092,1227,6637,2193,6786,913,625,7862,4531,1116,2496,359,466,352,1381,1190,6884,4999
8/26/09,1636,8831,937,2124,1971,963,1052,1493,2510,2489,1563,3453,3022,1258,6801,2153,6463,816,536,7366,4412,1122,2328,328,845,302,1417,1029,6576,5396
8/27/09,1668,8611,961,2838,2066,886,1056,1425,2640,2178,1352,3556,2987,1167,6496,2130,6637,874,555,7950,4256,1022,2004,313,476,357,1633,1096,6659,5109
8/28/09,1519,8337,914,2303,1865,812,943,1284,2303,1947,1177,3554,3036,1083,5842,1783,6110,734,450,6370,4502,923,1867,264,431,324,1471,969,6464,4920
8/29/09,1209,6657,688,1681,1223,622,656,963,1790,1290,1126,2441,2449,756,5220,1250,4848,590,332,5201,3683,670,1505,170,198,217,974,805,5148,4822
8/30/09,1228,7394,727,1817,1313,649,760,1026,1965,1226,1178,2516,2459,832,5606,1360,5615,595,420,7185,3641,798,1603,155,170,232,943,824,6620,5291
8/31/09,1593,9447,911,2347,2027,816,1128,1462,2516,1971,1269,3530,3090,1297,6674,2025,7042,854,587,8177,4910,1039,2320,258,395,336,1506,1027,6692,20435
9/1/09,1842,9927,949,2575,2215,978,1201,1412,2805,1931,1310,4016,3238,1204,6913,2047,6939,948,599,8715,4735,1214,2247,292,364,321,1462,1128,6715,21349
9/2/09,1767,10716,1079,2441,2355,1050,1115,1813,2661,2043,1361,4567,3114,1491,7428,2235,6923,905,683,8568,4868,4568,2288,306,396,338,1478,1164,7538,12000
9/3/09,1714,9881,1019,2405,2122,1019,1020,1855,2689,1964,1358,4217,3044,1444,7248,2199,7237,918,715,8665,4943,4854,2349,306,393,335,1442,1050,7385,9011
9/4/09,1399,9149,894,2383,2025,1005,969,1529,2458,1744,1352,3677,2794,1100,6235,2012,7398,823,559,7779,5745,2481,1924,257,395,365,1366,926,6669,7845
9/5/09,1061,6691,709,1958,1358,692,673,1070,1773,1235,1106,2463,2348,779,5135,1332,5502,516,383,5037,3601,1054,1435,170,240,283,976,749,4947,7175
9/6/09,1220,7537,708,2104,1206,839,699,1114,1938,1344,1218,2585,2293,860,5808,1338,6068,584,317,5219,3748,971,1576,143,215,253,960,799,5228,7151
9/7/09,1592,8935,898,2227,1707,842,1010,1426,2670,1813,1309,3434,2766,1184,7134,1678,6913,831,486,6508,4663,1273,2117,194,289,306,1196,891,7199,7414
9/8/09,1825,10981,1124,2497,2165,952,1128,1730,2974,2334,1424,4072,3702,1436,8782,2245,9973,1120,587,8531,6854,1469,2445,260,425,357,1504,1087,7467,6930
9/9/09,1895,14670,993,2547,2232,1031,1167,1664,3028,2653,1487,4193,3553,1317,7872,2460,9166,973,612,7895,6120,1479,2528,354,469,331,1507,1096,8789,7070
9/10/09,1952,14602,1148,2493,2334,1263,1341,1752,2888,2708,1285,4576,3243,1336,8447,2588,9721,970,667,8439,6278,1412,2603,314,597,348,1665,1197,7687,6390
9/11/09,1655,11738,874,2178,2046,970,1120,1485,2668,2499,1297,4151,3089,1160,7187,2402,8493,799,589,7385,5263,1310,2329,316,422,311,1506,997,6607,6527
9/12/09,1229,8794,681,2017,1276,740,719,1160,1935,1769,1040,2669,2265,799,5380,1612,6130,621,334,5316,4031,848,1583,172,238,212,1052,806,4863,6369
9/13/09,1400,9464,874,1918,1329,776,1110,1207,2064,1778,1053,3094,2628,895,6191,1694,7029,657,401,7034,4662,907,1938,184,270,258,1028,901,5516,6594
9/14/09,1888,11985,998,2463,2184,1012,1277,1643,3215,2854,1260,4341,3972,1379,8088,2991,8524,883,624,10203,6156,1540,2729,277,434,328,1526,965,6967,6809
9/15/09,2030,11781,926,2457,2396,1024,1208,1785,3794,3097,1396,5005,4073,1507,8263,2847,9742,924,690,10386,6487,1481,3009,296,419,422,1504,1167,7304,7604
9/16/09,1853,11889,1111,2505,2379,981,1220,1779,3602,2916,1333,4594,3582,1516,8436,2643,9315,947,738,11117,6268,1800,2570,311,433,376,1436,1135,7350,6794
9/17/09,1713,10904,981,2378,2227,1149,1115,1729,3186,2397,1287,4109,3167,1530,8647,2073,8706,944,708,11156,5858,1450,2580,302,433,382,1524,1069,6943,6643
9/18/09,1571,10346,969,2181,2021,951,1087,1519,3304,2141,1274,4155,3060,1336,7710,2071,8226,781,581,11507,5998,1202,2413,307,358,331,1520,1000,6797,6125
9/19/09,1371,8532,722,1681,1303,638,780,1100,2374,1518,955,3080,2261,1033,5409,1590,5960,569,366,8922,3831,1086,2370,195,204,217,1029,797,5492,6203
9/20/09,1452,8270,933,1936,1376,770,817,1176,2422,1610,1138,2871,2316,913,5995,1297,6381,644,366,8754,4381,891,2278,204,272,273,1099,1137,6012,6742
9/21/09,1695,10177,973,2182,1807,976,1028,1537,3118,2133,1303,3658,2920,1246,7883,1680,8597,828,552,9981,5581,1144,2714,241,255,290,1270,1249,7505,7187
9/22/09,1229,8794,681,2017,1276,740,719,1160,1935,1769,1040,2669,2265,799,5380,1612,6130,621,334,5316,4031,848,1583,172,238,212,1052,806,4863,6369
9/23/09,1400,9464,874,1918,1329,776,1110,1207,2064,1778,1053,3094,2628,895,6191,1694,7029,657,401,7034,4662,907,1938,184,270,258,1028,901,5516,6594
9/24/09,1888,11985,998,2463,2184,1012,1277,1643,3215,2854,1260,4341,3972,1379,8088,2991,8524,883,624,10203,6156,1540,2729,277,434,328,1526,965,6967,6809
9/25/09,2030,11781,926,2457,2396,1024,1208,1785,3794,3097,1396,5005,4073,1507,8263,2847,9742,924,690,10386,6487,1481,3009,296,419,422,1504,1167,7304,7604
9/26/09,1853,11889,1111,2505,2379,981,1220,1779,3602,2916,1333,4594,3582,1516,8436,2643,9315,947,738,11117,6268,1800,2570,311,433,376,1436,1135,7350,6794
9/27/09,1713,10904,981,2378,2227,1149,1115,1729,3186,2397,1287,4109,3167,1530,8647,2073,8706,944,708,11156,5858,1450,2580,302,433,382,1524,1069,6943,6643
9/28/09,1571,10346,969,2181,2021,951,1087,1519,3304,2141,1274,4155,3060,1336,7710,2071,8226,781,581,11507,5998,1202,2413,307,358,331,1520,1000,6797,6125
9/29/09,1371,8532,722,1681,1303,638,780,1100,2374,1518,955,3080,2261,1033,5409,1590,5960,569,366,8922,3831,1086,2370,195,204,217,1029,797,5492,6203
9/30/09,1452,8270,933,1936,1376,770,817,1176,2422,1610,1138,2871,2316,913,5995,1297,6381,644,366,8754,4381,891,2278,204,272,273,1099,1137,6012,6742
10/1/09,1677,10270,1007,2312,2882,982,1008,1833,3516,2641,1352,3891,3029,1838,8056,2449,9219,832,624,9210,6642,1429,2577,377,427,360,1607,1150,9218,6998
10/2/09,1568,9050,931,2190,2148,879,1012,1525,3130,2298,1251,3580,2872,1324,7437,2134,8293,793,583,8344,5557,1334,2022,312,387,318,1381,1086,7291,6650
10/3/09,1182,8037,837,1703,1403,827,742,1279,2200,1981,856,2739,2250,917,5296,1463,6128,590,363,5471,3773,886,1608,217,249,232,1066,849,5147,6414
10/4/09,1303,8031,727,1727,1455,738,810,1362,2320,2058,1090,2937,2381,1077,17533,1568,7829,696,387,6210,4328,862,1821,212,237,261,1066,913,5722,6775
10/5/09,1731,11165,1064,2208,2167,877,1166,1837,3117,3196,1398,4002,2976,1432,24690,2183,9453,930,660,8628,5836,1290,2581,283,383,340,1406,1095,7435,6895
10/6/09,1802,10763,1060,2545,2295,1058,1223,1789,3310,2924,1367,4397,3084,1437,11274,2379,9516,1001,644,8708,5746,1345,2657,337,479,361,2056,1170,7817,7130
10/7/09,1798,10878,1017,2476,2432,972,1280,1850,3396,2865,1197,4976,3045,1410,9443,2336,10235,1000,653,9602,5877,1440,2780,352,470,354,1735,1239,7985,7016
10/8/09,1902,10565,972,2360,2419,955,1278,1927,3372,2786,1330,4671,3161,1584,9532,2402,9712,1050,650,8794,5739,1404,2748,349,449,373,1599,1230,7702,6991
10/9/09,1885,9591,1079,2067,2012,902,1086,1609,2765,2401,1381,4020,3033,1393,8190,2435,9097,888,535,7746,4917,1235,2282,312,393,299,1460,1137,6903,6547
10/10/09,1326,7327,799,1705,1359,707,801,1153,2060,1882,1196,2864,2453,878,5784,1768,6553,576,415,5733,3559,938,1707,218,213,259,1071,886,6276,6203
10/11/09,1443,8671,855,1889,1496,763,873,1627,2358,3446,1175,3018,2560,985,7078,1638,7791,691,387,6173,4418,965,1917,208,203,244,1179,972,6535,6896
10/12/09,1645,10143,1032,2184,2250,849,1208,1783,3312,3789,1667,4130,3338,1488,9475,2360,9700,934,592,8196,5727,1260,2767,339,393,352,1573,1182,7797,7397
10/13/09,1877,11240,1247,2545,3062,1019,1217,1971,3431,3086,1635,4669,3928,1969,11166,2688,9659,1033,734,9197,5950,1370,2821,372,499,410,1622,1150,8670,7244
10/14/09,1965,10843,1144,2461,2795,1080,1374,1843,3596,3684,1572,4345,4071,1707,9434,3801,10637,1080,802,9369,6138,1469,2780,406,483,413,1654,1161,8718,7284
10/15/09,1877,11240,1247,2545,3062,1019,1217,1971,3431,3086,1635,4669,3928,1969,11166,2688,9659,1033,734,9197,5950,1370,2821,372,499,410,1622,1150,8670,7244
10/16/09,1745,8677,893,1958,2073,829,1012,1558,3439,7388,1397,3657,3185,1400,7640,2739,8193,1026,627,7385,5455,1624,2215,321,343,370,1499,1153,8013,6715
10/17/09,1373,6690,835,1669,1443,708,759,1239,2325,3695,1142,2663,3140,846,5926,1865,5971,631,389,5536,3612,1061,1636,188,243,292,1155,829,6566,5698
10/18/09,1233,6993,736,1715,1362,674,697,1138,2072,2639,1075,2610,2397,893,6383,1559,6306,615,380,5556,3786,966,1680,202,212,258,1143,779,5669,5856
10/19/09,1689,10535,977,2249,2226,1078,1186,1726,3127,3526,1396,4184,3264,1430,8879,2234,8927,998,672,8258,6036,1366,2529,331,406,375,1828,1058,7693,6511
10/20/09,1939,13438,1502,2321,2353,982,1322,1731,3512,3508,1365,4647,3263,1554,9104,2640,9864,1107,768,9643,5931,1638,2919,396,494,438,1800,1151,8375,6593
10/21/09,1877,12599,1280,2668,2636,1003,1298,1918,3497,4004,1332,4147,3449,1444,9562,2768,8909,1250,753,11019,6295,1557,2684,486,490,407,1759,1218,8457,6556
10/22/09,1912,12325,1194,2475,2422,991,1249,1692,3210,3960,1483,4418,3406,1594,8865,2566,9237,1081,783,12511,6050,1515,2678,534,494,356,1776,1091,8195,6364
10/23/09,1740,11632,1142,2429,2198,981,1087,1675,3547,3264,2265,3818,3378,1244,7553,2130,7780,893,732,12792,4707,1336,2299,375,334,364,1640,1119,7880,6305
10/24/09,1250,9126,933,1772,1513,655,733,1197,2365,2201,1351,2770,2698,959,5738,1782,6138,682,448,10270,3564,952,1822,253,208,248,1310,832,5654,5968
10/25/09,1354,9434,865,1817,1549,774,875,1395,2427,2361,1347,3022,2646,1017,6686,1776,6657,765,454,10384,4172,1009,1989,239,237,250,1177,864,6004,6340
10/26/09,1867,10945,1269,2311,2300,1029,1191,1795,3352,3086,2124,3896,3283,1596,8623,2701,9528,1097,747,10882,5221,1448,2716,334,474,406,1830,1093,7928,6558
10/27/09,1815,10911,1410,2420,2490,981,1235,1742,3292,3215,1508,4249,3218,1592,9166,2693,13166,1033,715,9134,5194,1463,2820,419,527,401,1918,1256,8016,6511
10/28/09,1983,10794,1189,2872,2618,1131,1290,1785,3509,2854,1843,4342,3176,1537,9978,2791,9364,982,701,9373,5388,1410,2942,408,483,421,1929,1337,7935,6902
10/29/09,1835,10367,1080,3361,2405,1003,1157,1918,3167,2661,1508,4092,3348,1506,8794,2573,8534,984,691,8837,5259,1443,2820,377,455,398,1950,1182,8101,6407
10/30/09,1734,9359,1097,2547,2068,1055,1059,1764,2740,2485,1612,3976,3069,1182,6983,2356,7369,915,655,8243,4609,1365,2562,299,453,327,1632,1145,7134,5999
10/31/09,1230,7389,768,1960,1373,788,749,1270,2035,1860,1042,7170,2230,860,5525,1728,5611,641,546,5967,3955,838,1684,202,229,279,1212,783,4913,5248
11/1/09,1307,8187,754,1885,1307,692,770,1220,2043,2075,1236,4225,2717,872,5995,1474,6835,610,402,6768,4388,969,1719,223,179,222,1088,831,5408,5536
11/2/09,1895,10287,1060,2538,2044,1004,1145,1720,2982,3115,1314,4546,2844,1398,8495,2864,8497,909,568,7953,5856,1344,2410,301,356,334,1584,1154,6884,6725
11/3/09,2138,11445,1148,2642,2552,1061,1299,1878,3436,3411,1646,5142,3337,2077,9704,3095,9345,1103,940,8889,5849,1528,2834,336,432,334,1823,1235,8187,7178
11/4/09,2017,11611,1138,2450,2681,970,1366,1910,3447,3950,1536,4600,3784,2096,9508,2653,9484,1189,1121,9624,6107,1606,3022,341,407,397,2164,1228,8440,7586
11/5/09,1967,11945,1088,2329,3033,950,1270,1886,3434,3988,1445,4785,4337,1606,8984,3400,9440,1117,1074,10304,6775,1492,2848,376,436,403,1865,1129,8519,7449
11/6/09,1819,11225,1032,2334,2879,897,1131,1672,3331,3723,1309,4042,3415,1393,8057,2585,8630,1883,771,10860,5670,1255,2434,349,418,340,1913,1100,7723,6947
11/7/09,1318,8011,788,1835,1720,725,786,1288,2394,3639,1134,3188,2849,1022,5912,1825,6244,742,497,9361,3833,937,2203,224,252,263,1297,874,6304,6340
11/8/09,1485,9288,884,1994,1769,736,901,1469,2648,3928,1258,3286,2852,1058,7040,1975,7340,713,587,9603,4496,1000,2294,213,235,290,1305,815,6855,7019
11/9/09,1997,11760,1188,2516,2636,1027,1375,1965,3688,5561,2035,4168,3509,1646,9657,3021,9283,1158,848,12012,6222,1705,2981,306,398,324,1816,1146,8552,7330
11/10/09,1894,11862,1046,2643,2847,994,1948,1863,3693,4091,1706,4576,3316,1528,9787,3336,9622,1009,857,12463,6635,1834,3119,332,464,344,1856,1105,8439,7436
11/11/09,1945,11201,1093,2572,2643,904,1274,1819,3591,3792,1566,4334,3327,1507,9248,2591,9710,1016,798,12088,5882,1627,2923,291,421,405,1550,1161,8312,7009
11/12/09,1962,11965,1206,2525,3104,984,1266,2009,3970,3902,1565,4809,4606,1544,11271,2601,9719,1258,876,13199,6858,1698,2860,402,459,710,1796,1101,10238,7179
11/13/09,1905,11176,1085,2387,2659,841,1138,1699,3162,3444,1367,4194,4273,1373,9483,2602,8905,958,772,13221,5621,1489,2498,311,376,451,1719,1095,8042,6392
11/14/09,1331,8876,710,1941,1822,631,792,1227,2337,2207,1243,2922,3013,972,6881,1678,6056,714,528,10785,4036,1055,1860,161,193,275,1339,899,6654,5895
11/15/09,1400,10122,847,2296,1884,703,840,1508,2795,2326,1307,3627,6564,1014,7984,1690,7276,729,566,7969,5549,1110,2245,186,189,319,1355,870,6594,6586
11/16/09,1998,11842,1145,2724,2567,925,1188,1946,3432,3118,1476,4474,3857,1508,10740,2525,9271,974,968,8520,6850,1527,2731,347,365,431,1688,1090,8385,7026
11/17/09,1740,10584,938,2316,2297,964,1047,1679,2981,2906,1641,4101,2985,1264,8910,2383,7834,874,753,10325,5358,1347,2326,312,372,364,1532,1010,7327,5706
11/18/09,1818,10024,1002,2339,2168,898,1037,1695,3021,3884,1330,4073,3028,1415,10758,2105,8272,845,741,10635,5654,1442,2407,285,425,390,1497,1103,7550,5999
11/19/09,1612,9275,935,2342,2047,947,1065,1741,2795,3177,1285,3850,2912,1274,8437,2264,7546,839,692,9993,5169,1402,2271,325,311,326,1454,991,7470,5663
11/20/09,1656,8779,841,2298,1973,805,1043,1346,2703,3608,1307,3654,2818,1247,8014,2200,7418,788,597,10645,5092,1304,2347,320,301,343,1739,954,7178,6191
