Date,AXP,AAPL,CAT,BA,CSCO,CVX,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,KO,JPM,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,V,WMT,DIS
5/25/14,1599,7724,759,1588,1507,857,962,1258,3889,1549,795,4044,1923,107,4660,1601,2521,659,78,4537,3610,1048,180,138,291,355,907,931,3285,4477
5/26/14,1846,11046,1027,2125,2006,964,1220,1420,3881,1852,944,5097,2184,146,6158,1657,3070,831,91,6563,4191,2005,187,226,414,453,1037,1183,4161,5068
5/27/14,2130,13750,1364,2437,2468,1276,1583,1686,5368,2348,1198,6140,2615,170,6575,2072,3418,1156,102,7788,5118,2441,293,401,678,622,1571,1330,4912,5448
5/28/14,2208,11349,1344,2250,2490,1483,1534,1779,4634,2935,1221,4960,2635,174,6662,2205,3563,1145,93,7144,5320,1989,261,377,716,682,1468,1383,4674,5706
5/29/14,2358,13469,1431,2306,2523,1371,1321,1779,4499,2741,1227,4637,2713,162,6303,2257,3406,1030,116,7684,5405,1796,226,387,666,693,1423,1351,4961,5559
5/30/14,2083,10889,1276,2344,2256,1054,1297,1647,4438,2189,1197,4570,2630,123,5610,2193,2918,1140,99,11835,4627,1466,246,314,855,636,1466,1209,4621,4898
5/31/14,1564,8469,865,1779,1567,783,797,1151,3372,1590,869,3456,2153,119,6021,1300,2369,592,90,6524,3144,1003,229,1010,346,359,1037,834,3619,4220
6/1/14,1554,8797,1050,1889,1537,755,901,1221,3316,1612,979,3343,1982,124,5225,1425,2542,732,82,5393,3658,1104,126,488,373,316,1061,870,3669,4932
6/2/14,2251,14181,1323,2454,2496,1196,1358,1798,4262,2298,1310,5330,2854,165,6207,2294,3518,1131,106,7562,6444,1639,260,482,673,638,1352,1204,4933,5355
6/3/14,2297,14721,1325,2550,2639,1192,1532,1893,4467,2680,1281,5517,3448,179,6107,2450,3733,1183,132,8457,5618,1692,250,445,681,603,1446,1220,4804,5218
6/4/14,2412,13047,1538,2542,2782,1227,1499,1926,4570,2773,1214,5200,3669,185,6206,2456,3473,1094,115,7946,6147,1569,218,501,845,672,1675,1371,5239,5142
6/5/14,2351,14986,1322,2374,3605,1230,1351,1757,4597,2603,1082,5162,3239,177,6305,2381,3366,1084,116,8665,5153,1464,220,431,753,724,1867,1368,5435,5315
6/6/14,2163,10600,1284,2264,4346,1093,1241,1623,3990,2240,1026,4585,2724,159,5536,2240,2597,1046,86,6649,4369,1261,216,368,800,616,1512,1282,5019,4457
6/7/14,1792,8343,883,1575,1593,727,870,1050,3174,1704,729,3724,2093,120,4054,1386,2158,587,84,5037,3271,928,169,191,405,323,964,1087,3724,3814
6/8/14,1575,8507,1091,1727,1518,810,854,1128,3305,1571,761,3571,1956,133,4419,1243,2394,607,81,4711,3766,823,162,212,423,372,865,962,4465,4251
6/9/14,2257,13670,1399,2325,2375,1214,1328,1732,4167,2163,1034,5192,2659,157,6167,2048,3102,1102,134,6906,4934,1350,218,415,695,683,1434,1409,5956,5100
6/10/14,2310,11074,1396,2355,2769,1251,1459,1755,4319,2565,1104,5175,2881,182,5903,2276,3187,1164,145,7461,5516,1458,247,428,747,638,1599,1850,5364,5077
6/11/14,2360,10718,1342,2621,2647,1278,1291,1708,4252,2780,1072,4725,2790,171,6006,2319,2864,1135,145,7378,5262,1337,237,416,730,754,1437,1378,4879,4595
6/12/14,2186,9900,1288,2671,2518,1113,1137,1609,4118,2624,949,4633,3114,133,6248,2193,2968,1009,118,6857,5364,1411,217,380,678,596,1394,1293,4563,4418
6/13/14,1933,8349,1257,2060,2146,1030,1104,1572,4055,2113,897,4225,2740,141,5227,1946,2570,837,101,6333,4521,1079,186,340,708,521,1298,1368,4351,4136
6/14/14,1398,6777,909,1519,1435,869,789,1201,3123,3356,715,3350,1951,118,3765,1355,2166,580,100,4813,3562,887,201,210,479,330,930,1117,3459,3784
6/15/14,1381,7535,810,1657,1524,830,831,1248,3255,1921,750,3714,2093,108,4345,1310,2288,658,102,4627,4248,764,153,189,368,289,914,1102,3483,3962
6/16/14,1929,9349,2400,2045,2427,1104,1237,1583,3949,2587,959,5036,2919,146,5417,2057,3165,998,126,6230,5172,1300,192,412,606,650,1332,1365,4378,4533
6/17/14,2006,9737,1486,2246,2885,1235,1430,1820,4238,2550,1030,4997,2782,155,5966,2196,3228,1135,112,6471,5584,1326,215,430,682,641,1368,1495,4658,4424
6/18/14,2151,9470,1355,2431,2714,1165,2226,1820,4180,2781,1061,5051,2587,178,6110,2255,3223,1169,110,6961,4830,1248,233,387,703,643,1431,1421,4410,4147
6/19/14,2281,9256,1359,2301,2563,1183,1304,1751,4132,2603,1045,4646,2745,133,5415,2121,2956,1203,94,6618,4692,1298,249,375,630,623,1452,1365,4559,4416
6/20/14,2123,8308,1174,1840,2126,1043,1533,1413,4124,2145,911,4210,2575,185,5099,2009,2767,924,102,6056,4602,1868,240,360,618,566,1276,1233,4021,4067
6/21/14,1527,8059,907,1494,1491,757,1787,1023,3275,1489,674,3004,1890,111,3831,1265,2145,532,74,4672,3600,829,129,181,353,322,955,862,3157,3530
6/22/14,1731,6922,875,1703,1587,806,1222,1093,2390,1576,711,4638,1959,114,4116,1419,2692,602,60,4368,3949,811,162,229,340,295,880,930,3514,3819
6/23/14,2132,9426,1335,2364,2488,1320,1403,1791,3479,2241,1057,5174,2843,101,5087,2159,2950,984,110,6016,4987,1316,209,411,608,618,1375,1337,4537,4461
6/24/14,2253,10948,1553,2363,2568,1365,1481,1772,4242,2346,1277,4650,2879,137,5259,2429,2942,1126,106,6498,4585,1309,191,359,677,607,1408,1348,4881,4342
6/25/14,2196,10794,1482,2178,2626,1347,1432,1673,7361,2170,1112,4512,2831,170,5063,3176,2849,1134,117,6727,4527,1561,229,344,710,598,1430,1444,4695,4096
6/26/14,2188,8840,1313,2124,2528,1361,1355,1586,6279,2113,1089,4688,2994,172,4945,2148,2897,1096,94,6387,4734,1267,212,421,677,604,1638,1364,4415,4124
6/27/14,2021,8802,1239,2312,2369,1136,1296,1498,5188,2088,894,4579,2426,161,4559,1938,2490,973,113,6011,4043,1142,176,367,663,599,1825,1103,4513,3792
6/28/14,1920,8712,1371,3107,3423,820,823,1057,4150,2740,749,3479,3160,117,3561,1248,1947,484,87,6766,3431,709,171,205,395,286,949,850,3425,3796
6/29/14,1527,10409,882,1560,1509,1586,1068,2829,5268,4672,1096,3067,6411,718,3852,2884,3021,1016,76,4244,5436,2342,316,246,735,406,1173,957,3810,3934
6/30/14,2081,8645,1172,2206,2173,1116,1421,1427,4967,2046,1017,4440,2511,144,4772,2152,2607,982,92,5751,4885,1191,568,303,579,621,1236,1235,4712,4122
7/1/14,2099,8579,1209,2164,2306,3571,1170,2161,4010,2227,1015,4877,2455,145,4967,2234,2924,1045,83,5813,4920,1303,303,344,667,699,1374,1324,5906,4023
7/2/14,2046,8923,1327,2106,2514,1262,1421,1586,3768,2639,1057,4705,2714,136,5011,2690,2766,1071,79,5931,4304,1247,241,503,675,628,1274,1313,5384,3885
7/3/14,2046,8810,1392,2196,2338,1182,1503,1616,4631,2762,1121,4544,2726,148,5722,2466,2927,1108,92,6906,4297,1272,250,355,623,573,1313,1236,5034,3800
7/4/14,1670,7633,1027,1902,1970,822,1132,1341,3739,2032,931,3879,3433,116,4702,1695,3357,782,85,5573,4083,897,208,278,485,518,1030,1274,3991,3347
7/5/14,1461,6242,782,1619,1406,835,771,1094,3081,1601,692,3082,1793,96,3999,1372,2428,588,76,3959,3487,771,154,195,364,390,951,1054,3282,3430
7/6/14,1401,6907,806,1758,1318,770,807,1104,3194,1685,822,4022,2001,100,5136,1356,2587,572,83,4158,3601,699,174,168,361,322,885,790,3666,3559
7/7/14,2160,8727,1223,2620,2356,1233,1373,1641,4548,2396,1225,4708,2628,136,5103,2269,2910,1045,132,5980,4658,1312,252,333,655,671,1409,1353,5006,4073
7/8/14,2192,9068,1503,2412,2439,1246,1343,1675,4263,2335,1121,4439,2671,160,5139,2395,2784,1151,128,6471,5174,1236,213,387,681,632,1330,1349,5775,3860
7/9/14,2284,8860,1292,2625,2232,1144,1350,1639,4157,2302,1134,4386,2659,146,4889,2277,2805,1071,132,6243,5581,1263,231,363,705,756,1416,1300,5652,3664
7/10/14,2106,8868,1294,2740,2343,1440,1349,1579,4358,2306,1203,4946,2856,152,5250,2229,2880,996,114,7372,4798,1244,249,352,680,673,1312,1273,5009,3894
7/11/14,2095,10039,1291,2388,2170,1418,1352,1526,3966,2144,1040,4786,2812,143,5688,2122,2847,1138,108,7617,4525,1090,277,352,626,556,1343,1178,4525,3517
7/12/14,1506,6676,923,1753,1532,733,792,1145,3167,1554,756,3643,2675,136,6043,1322,2677,1248,83,5162,3883,723,177,189,428,312,923,874,3693,3312
7/13/14,1395,6622,892,1785,1466,670,733,1086,3099,1312,741,3377,2291,123,6180,1257,3330,712,53,5192,4052,803,180,158,375,343,888,962,3926,3283
7/14/14,2187,8269,1353,2690,2259,1042,1270,1568,4129,2256,1149,4772,2857,152,5981,2202,3136,1055,95,6375,7140,1263,271,404,727,636,1366,1413,4880,3796
7/15/14,2261,9052,1484,3584,2498,1178,1348,1629,4395,2681,1118,5466,3135,183,6183,2485,3024,1180,80,7910,5922,1319,222,386,759,654,1463,1449,5300,4267
7/16/14,2179,9971,1317,3031,2457,1164,1320,1731,4517,2424,1120,8755,3177,149,5757,2386,2715,1194,116,7628,4886,1322,266,415,732,727,1454,1480,4978,4583
7/17/14,2263,9570,1526,3849,2638,1265,1393,1852,4320,2480,1309,7225,3198,281,5310,2333,3130,1187,231,15159,4360,1310,382,502,964,787,1492,1548,5036,4769
7/18/14,2153,8116,1524,4237,2451,1121,1284,1727,4128,2250,1304,5635,3434,354,5016,2160,2562,1300,327,9936,3753,1341,440,534,893,893,1592,1381,4750,4443
7/19/14,1640,6632,918,2438,2100,705,781,1130,3233,1397,905,4512,3664,110,4560,1267,2576,645,79,6076,3140,807,143,229,425,348,1089,869,3746,3208
7/20/14,1452,6715,1007,2598,1511,822,729,1053,3441,1481,903,4389,2304,117,4848,1306,2303,795,68,4729,3350,805,184,193,340,390,886,810,3779,3402
7/21/14,2035,8818,1339,2816,2325,1095,1164,1608,4040,2269,1220,5007,3123,135,6622,2162,3278,1130,98,6675,3986,1350,225,405,649,651,1478,1230,5105,4064
7/22/14,2118,9781,1389,2952,2384,1158,1525,1798,4130,2554,1161,5013,3179,138,6458,2232,3544,1151,127,6887,4156,1263,284,466,683,797,1532,1262,5001,3887
7/23/14,1895,10109,1343,3163,2495,1093,1327,1734,4196,2418,1132,5607,3412,172,5983,2290,3559,1136,118,6940,4174,1317,188,416,730,787,1477,1320,5193,3774
7/24/14,2403,9404,1445,4130,2577,1755,1239,2272,4125,2523,1160,5559,3456,124,6642,2250,3263,1196,105,6886,3794,1235,250,404,757,756,1533,1363,5660,4111
7/25/14,1905,8580,1302,3203,2169,983,1157,1881,3806,2205,1063,4606,2787,152,5835,2411,3290,1031,130,6144,3341,1130,213,322,621,630,1405,1371,5292,3708
7/26/14,1175,6506,876,2176,2075,757,776,1193,2944,1673,804,3272,3505,106,4970,1267,3060,652,105,6212,2701,673,177,187,426,361,1018,834,3958,3258
7/27/14,1287,6582,832,1989,1434,703,958,1140,2980,1618,820,3678,3606,104,4787,1335,2407,638,81,4891,2888,752,198,155,352,372,945,849,4011,3590
7/28/14,1791,8749,1287,2493,2227,1060,1328,1795,4545,2510,1370,4599,2871,136,5386,2138,3066,1022,128,5850,3583,1177,245,337,655,626,1511,1279,5247,3863
7/29/14,1925,9259,1278,2436,2240,1100,1254,1584,4073,2346,1838,4352,3258,120,5416,2179,2965,1041,96,7367,3600,1244,226,347,664,639,1356,1307,5216,3741
7/30/14,1961,8269,1400,2636,2204,1120,1425,2278,4191,2395,1144,4706,3026,173,5402,2163,3223,1076,142,7315,3514,1602,239,391,784,620,1452,1343,5075,3844
7/31/14,1748,10257,1358,2592,2409,1145,1288,1799,4000,2250,1343,4400,3007,147,5710,2229,3502,1031,93,8899,3632,1295,249,368,713,577,1398,1347,5024,3716
8/1/14,1743,8451,1132,2294,1989,1065,1110,1525,3885,2078,1101,4114,2698,139,5903,1938,2997,1005,88,6443,3404,1147,293,320,600,523,1273,1160,4698,3929
8/2/14,1254,7036,913,1760,1568,701,740,1053,2999,1635,838,3144,2489,100,4918,1358,2352,587,77,4858,2750,742,637,161,390,334,1862,815,4596,3528
8/3/14,1249,8551,906,1902,1280,911,773,1251,3133,2992,918,3437,2471,110,5214,1960,2736,668,76,4916,2833,699,299,160,310,328,854,815,4129,3767
8/4/14,1854,8935,1317,2437,2137,1773,1140,1499,4018,2149,1226,4409,3448,136,6028,2136,3393,1048,106,6068,3584,1113,293,318,588,577,1314,1204,5107,4674
8/5/14,1905,9412,1413,2308,2300,1652,1351,1637,4229,2379,1172,4573,3150,140,5927,2327,4013,1128,105,6915,3711,1321,263,351,686,625,1370,1263,5211,4241
8/6/14,2043,9712,1392,2187,2384,1133,1226,1722,4757,3734,1199,4676,3264,161,6124,2267,3825,1129,107,8315,3528,1280,249,434,663,658,1479,1231,5679,5140
8/7/14,1935,9197,1306,2224,2214,1168,1287,1648,4076,2335,1086,7003,3166,161,5646,2384,3597,1237,141,6961,3532,1247,253,465,659,634,2111,1262,5044,4213
8/8/14,1725,8509,1210,2136,2035,1059,1087,1446,3803,2162,1009,4981,2906,119,5130,2022,3643,1190,123,6156,3305,1332,237,462,621,636,1831,1019,4503,4119
8/9/14,1256,6948,900,1592,1377,725,771,1409,2829,1583,804,3372,2325,115,4326,1197,2643,695,106,4945,2691,820,189,252,385,333,883,743,3685,3280
8/10/14,1255,8064,1061,1798,1364,683,815,1435,2950,1526,831,3247,2275,103,4532,1342,2808,806,75,4365,2848,905,188,276,337,369,872,772,4226,3632
8/11/14,2003,9356,1383,2833,2816,1068,1236,1972,4009,2197,1053,4737,3113,134,5307,2190,3177,1306,81,6220,3623,1261,271,441,654,604,1316,1191,4958,4349
8/12/14,2187,9375,1260,2304,2222,1035,1398,1960,4087,2307,1048,5758,3315,126,5330,2155,3048,1362,111,7939,3373,1387,243,409,667,659,1300,1320,4706,4591
8/13/14,1959,9190,1320,2401,3320,1029,1294,1744,4150,2397,1073,5232,4382,133,5194,2189,3226,1145,122,8554,3567,1333,282,358,680,617,2008,1520,4834,4260
8/14/14,1765,8998,1156,2190,4394,938,1271,1600,4149,2242,1141,4630,3037,100,4986,2042,2908,1098,102,8892,3469,1211,226,312,710,645,1424,1094,5234,3982
8/15/14,1630,8178,1011,1958,2364,857,997,1392,3429,1979,980,3958,2695,114,4969,1721,2672,812,122,6609,3139,1081,197,255,534,451,1174,1033,4296,3851
8/16/14,1168,7177,735,1640,1559,722,686,2281,2837,1581,784,3293,2398,96,4140,1231,2011,574,87,5752,2710,777,205,171,344,320,952,822,3836,3534
8/17/14,1332,7714,839,1766,1444,751,968,1147,2602,1681,847,3350,2366,126,4251,1305,2329,667,85,5414,2866,690,169,159,379,333,833,784,3799,3860
8/18/14,1876,10153,1285,2226,2692,1151,1244,1840,3302,2257,1190,4917,2909,124,5418,2144,2883,1037,118,7530,3699,1217,259,326,624,635,1310,1199,5004,4327
8/19/14,1918,9950,1282,2120,2693,1036,1257,1881,3343,2165,1421,4659,2992,128,4856,2202,2925,1084,125,8928,3716,1287,276,331,707,629,1485,1284,5135,3801
8/20/14,1956,9863,1335,2227,2464,1024,1288,1830,4159,2266,1422,4856,3463,132,5244,2312,3099,1085,113,9939,3704,1248,244,340,622,640,1472,1312,5097,3986
8/21/14,2085,10085,1306,2117,2681,1055,1240,1634,4165,2482,1364,5159,2860,124,5229,2403,3784,1040,94,8388,4330,1271,278,306,714,586,1508,1298,5171,3829
8/22/14,1780,9056,1233,1994,2178,960,1210,1491,3804,2292,1375,4510,2746,121,4488,2081,3071,945,94,6892,3599,1145,248,294,678,535,1178,1111,4582,3476
8/23/14,1359,7424,900,1715,1438,729,759,1156,2818,2081,943,3290,2123,112,3671,1387,2291,620,79,5707,2902,759,272,179,436,323,865,762,5752,3147
8/24/14,1519,8396,959,1716,1480,704,831,1152,2916,1970,1153,3727,3470,124,4203,1533,2528,609,88,4984,3512,779,359,150,384,293,1037,837,3837,3562
8/25/14,2033,10126,1266,2157,2187,952,1365,1640,3840,2498,1268,6024,2934,120,5112,2341,3833,1048,105,7233,4030,1290,289,327,677,576,1369,1182,5121,3866
8/26/14,2152,10457,1389,2133,2329,1012,1663,1693,4167,2448,1207,5491,3110,150,5120,2441,4219,1011,137,7912,4033,1690,237,317,712,598,1417,1186,5108,3781
8/27/14,1646,8683,1080,1905,2037,1016,1177,1498,3391,1995,1069,4736,2765,136,4498,2015,3318,923,83,7887,3492,1164,248,256,624,494,1197,997,4496,3224
8/28/14,2093,14917,1235,1931,2172,934,1342,1643,3767,2121,1095,4989,2886,151,4882,2504,2938,959,136,10186,3867,1279,210,288,715,556,2011,1321,4634,3972
8/29/14,1739,9857,1158,1924,2018,869,1233,1450,3545,1926,1129,4389,2625,117,4737,2181,2989,883,116,6414,3694,1507,193,300,552,492,1218,1293,4706,3727
8/30/14,1286,8684,895,1509,1320,721,1096,1081,2929,1686,808,3499,2153,112,3854,1574,2746,524,71,6387,2692,827,167,175,375,294,885,943,3731,3262
8/31/14,1381,8350,857,1593,1413,680,856,1139,3196,1749,896,3566,2310,118,4260,1689,2601,654,88,5476,3480,860,131,178,337,335,872,935,4038,3860
9/1/14,1671,10236,1093,1875,2092,890,1161,1354,3479,2036,1478,4435,2707,139,4835,1839,2796,885,100,6622,4156,992,188,233,447,379,1195,1314,4781,3911
9/2/14,2076,11917,1366,2222,2398,1158,1512,1703,4026,2214,2127,5428,4341,106,5283,2303,3511,1271,107,7930,4801,1284,192,316,720,633,1315,1334,5142,4335
9/3/14,2117,12397,1385,2140,2579,1159,1401,1817,4021,2556,1782,5531,3298,181,5380,2271,3645,1301,121,9118,4924,1301,202,393,810,639,1559,1352,5222,4180
9/4/14,1926,12877,1400,2159,3111,1145,1394,1953,4130,2737,1529,5848,3271,138,6048,2341,4091,1262,114,8981,5068,1294,227,420,815,658,1544,1186,5517,4389
9/5/14,1971,12465,1321,2147,2408,1053,1195,1799,3903,2362,1242,5163,2989,141,5388,2321,4069,1078,118,8903,4522,1123,219,362,734,562,1437,1146,4956,4138
9/6/14,1278,10808,801,1569,1644,820,827,1303,2895,1708,871,4237,2277,111,3742,1461,2577,763,105,7289,3544,825,202,193,456,304,900,948,3980,3740
9/7/14,1263,9560,993,1694,1983,856,969,1342,3047,1743,1082,3661,2341,136,4443,1526,2862,954,89,6501,5989,1201,164,208,412,472,1168,950,6213,3993
9/8/14,2065,14501,1451,2942,3101,1207,1564,1842,5909,2519,1402,5547,3244,129,5907,2351,4084,1485,128,8751,6345,1246,275,391,728,619,1654,1476,5414,4600
9/9/14,2378,29619,1540,2605,3604,1252,1545,1973,5292,2443,1901,5811,3442,150,6160,2416,4187,1361,147,9529,6278,1295,261,386,811,657,1703,1696,5440,4667
9/10/14,2399,29002,1709,2520,3549,1361,1566,2088,5052,2737,1715,6168,5045,171,6050,2724,4134,1202,129,10752,5748,1479,312,392,811,612,1976,2040,5816,4705
9/11/14,2268,19848,1819,2636,3731,1306,1547,1997,4593,2637,1506,5806,5036,156,6060,2434,4125,1351,105,9432,5643,2183,239,376,760,662,2178,1836,6454,4475
9/12/14,1962,17613,1524,2259,2587,1093,1313,1838,4089,2596,1320,5182,3153,132,5361,2180,3766,1150,100,9027,4744,1386,216,337,695,537,1938,1564,5663,4337
9/13/14,1412,11904,1080,1741,1708,755,854,1623,2961,1939,947,3982,2322,136,4396,1491,2301,751,83,5771,3095,774,191,168,459,377,1325,1057,4071,3630
9/14/14,1388,12149,1139,1913,1602,870,881,1542,3211,1811,916,3972,2435,107,4629,1609,2876,787,100,6358,4461,771,200,199,431,385,1248,1106,4362,3864
9/15/14,2004,17005,1755,2514,2797,1351,1466,2345,4548,2731,1395,5763,3478,153,7409,2476,3829,1408,110,11653,5808,1430,295,343,878,770,1751,1423,5581,4692
9/16/14,2210,16797,1725,3419,2974,1296,1483,2286,4843,2766,1613,5789,3386,154,7013,4970,4239,1568,127,13080,5763,1524,300,445,899,910,1934,1762,5582,4853
9/17/14,1890,16342,1801,3850,3016,1463,2031,2272,4609,2855,1541,6038,19280,139,6535,2667,4246,1399,108,68084,5731,1547,276,375,803,730,2132,1432,6072,4499
9/18/14,2058,16001,1680,3116,3085,1447,2054,2353,4586,2895,1522,6437,3329,143,6547,2827,3968,1421,129,11129,5488,1312,232,379,815,743,2480,1502,5566,4551
9/19/14,1815,15291,1598,2972,2737,1284,1440,2261,4112,3033,1876,5796,3158,206,5663,2613,5737,1254,186,10346,4829,1276,347,414,781,670,2098,1615,5292,4261
9/20/14,1331,11021,1064,1677,1703,871,848,1737,2888,2308,1935,4218,2389,108,4308,1547,2464,656,80,6828,3025,815,224,174,492,339,1579,1056,4006,3199
9/21/14,1294,11165,1027,1884,2004,799,793,3051,3344,1869,1236,4197,2513,131,4895,1688,2526,846,88,6890,3591,871,160,172,418,342,1427,970,4137,3712
9/22/14,2228,15447,1430,2533,2779,1330,1722,3048,4485,2778,1739,6383,3343,161,6330,2651,3773,1396,205,8682,5378,1373,253,346,747,649,1824,1460,6406,4405
9/23/14,2040,18721,1558,2721,3127,1383,1656,2901,4619,2935,1638,6648,3403,188,6304,2566,3804,1532,190,8729,5326,1624,261,375,867,713,1703,1545,6024,4238
9/24/14,2004,14803,1567,2751,2865,1255,1505,2501,4492,2716,1581,6468,3283,151,6318,2656,3828,1367,137,8848,5308,1527,248,427,910,652,1625,1481,5852,4504
9/25/14,2044,15596,1460,2664,2832,1276,1572,2111,5042,2865,1576,6690,3230,163,6159,2425,3784,1399,140,8702,5116,1323,245,353,818,691,1693,1458,6124,4606
9/26/14,1747,13762,1279,2404,2525,1380,1323,2227,3996,3081,1295,8021,2881,172,5516,2261,3223,1266,129,8005,4695,1204,212,349,736,635,1849,1472,5152,4177
9/27/14,1307,9983,927,1759,1576,926,820,1814,2939,2338,907,4347,2176,116,3998,1419,2180,732,85,5930,2795,840,168,164,482,371,1060,942,4074,3206
9/28/14,1394,10420,1040,2085,1658,866,922,1992,3427,2301,1060,4017,2494,108,4312,1604,2671,815,88,6189,3377,956,206,256,387,365,1102,1044,4273,3805
9/29/14,1840,14630,1665,2885,2596,1086,1449,2615,4661,3432,1372,6490,3259,161,6483,2428,3788,1331,140,8313,5362,1555,212,331,744,640,1453,1422,6160,4946
9/30/14,2169,14426,1613,2923,2776,1217,1483,2740,4713,3068,1585,6480,3567,137,6750,2508,3630,1314,146,10184,5438,1512,203,406,845,640,1620,1450,7069,4511
10/1/14,1872,13315,1503,2679,2613,1143,1391,2630,4390,2661,1503,5356,3379,135,6409,2350,3414,1329,124,10795,5142,1495,193,354,692,672,1532,1277,6258,4248
10/2/14,1905,12987,1263,2384,2380,1118,1223,2427,4180,2570,1322,5045,3630,133,6194,2455,3594,1143,97,9708,5015,1434,196,332,665,617,1582,1359,5822,4364
10/3/14,1857,11673,1124,2228,2232,1027,1130,2073,3681,2426,1278,4436,2975,122,5771,4016,3025,1055,98,9677,4897,1326,211,321,589,656,1380,1188,4806,4096
10/4/14,1263,8357,841,1567,2066,748,741,1480,2962,1674,953,3253,2326,93,3935,2105,2056,735,71,6269,2669,955,151,189,364,360,886,828,3953,3357
10/5/14,1301,9897,886,1786,1428,731,842,1704,3022,1694,892,3439,2295,99,10400,1767,2485,646,73,6334,3500,1013,175,178,322,349,1040,818,4127,3819
10/6/14,1995,14416,1424,2310,2499,1175,1352,2371,4373,2671,1359,5579,3365,136,6337,2955,3669,1207,87,9267,5346,1376,231,353,660,702,1453,1176,5971,5235
10/7/14,2061,14347,1413,2475,2694,1279,1390,2383,4710,2855,1451,5833,3380,120,6936,2906,3958,1404,118,9632,5508,1537,261,376,792,774,1612,1229,6750,4921
10/8/14,2842,13630,1449,2572,2789,1273,1413,2308,4342,2963,1333,5773,3397,149,6586,2861,4118,1358,122,9286,5316,1620,262,416,827,718,1558,1478,6767,4909
10/9/14,2143,14570,1519,2450,2746,1358,1504,2531,4547,3416,1406,6158,3188,199,6865,2806,3848,1285,124,9796,5095,1500,240,339,816,660,1643,1238,6223,4795
10/10/14,1908,12235,1410,2208,2339,1119,1315,2169,3329,2642,1215,5773,2900,129,5927,2294,3318,1074,125,9265,4879,1389,247,358,760,570,1484,1300,5329,4478
10/11/14,1392,8918,925,1592,1772,786,784,1488,2083,1709,877,4170,2258,93,6553,1556,2287,667,78,6772,2920,960,177,171,394,355,953,820,3979,3608
10/12/14,1360,9654,921,1787,1558,828,876,1558,2342,1859,867,4241,2349,124,8766,1583,2624,760,80,7130,3347,1068,176,136,404,316,993,873,4199,3998
10/13/14,1960,13020,1415,2497,2656,1100,1522,2195,3457,2501,1407,5585,3124,132,6466,2468,3701,1192,98,8759,5408,1462,229,297,726,639,1405,1219,5447,4245
10/14/14,2342,13245,1532,2527,2671,1265,1523,2347,3618,3210,1351,5806,3491,149,6607,3177,4116,1348,114,10174,5485,1663,225,365,847,674,1649,1378,5770,4673
10/15/14,2144,12586,1391,2591,2792,1318,1724,2459,3871,2727,1233,5617,3403,162,6379,2783,3967,1353,97,9040,5484,1614,221,359,828,724,1530,1302,5391,4906
10/16/14,1989,13019,1320,2426,3749,1166,1629,2339,3408,3035,1110,5365,3032,129,5599,2585,3346,1292,91,8724,4900,1450,215,355,887,699,1432,1125,5330,14637
10/17/14,1955,12919,1197,2109,3238,1115,1333,2065,3166,2662,937,4793,2962,97,4760,2636,2789,1045,98,7914,4167,1286,176,302,745,638,1449,1042,4703,4887
10/18/14,1240,9123,829,1903,1807,730,821,1343,1820,1744,773,3447,2164,114,3210,1553,1799,705,90,5925,2784,878,147,152,346,399,957,806,3309,3272
10/19/14,1209,11089,861,1874,1542,801,937,1636,2955,2010,783,3502,2157,88,3978,2043,2122,777,70,6127,3225,970,143,160,358,433,981,740,3544,3581
10/20/14,2005,13329,1387,2547,2511,1380,1716,2415,3453,2687,1287,8478,3254,167,6005,2622,3355,1540,120,20411,5806,1405,242,304,793,707,1482,1328,5243,5138
10/21/14,2007,14196,1398,2400,2536,2090,1730,3368,3523,2815,1151,6627,3625,127,6138,2619,3987,1635,111,47844,5485,1516,258,400,827,842,1701,1380,5787,4695
10/22/14,1921,13312,1311,2654,2473,1467,1553,2611,3311,2407,1120,5783,3166,124,5812,2658,3697,1266,131,9273,5405,1386,209,336,715,757,1564,1323,5085,4477
10/23/14,1760,13894,1904,2744,2402,1407,1410,2409,3130,2441,1440,4958,3225,116,5391,2339,3450,1667,96,8558,5443,1276,229,382,715,690,1484,1362,5787,4709
10/24/14,1682,11112,1456,2181,2372,1053,1227,2099,2679,2253,1044,4282,2675,115,4829,2079,2712,1445,104,8902,4339,1426,217,289,619,588,1538,1219,4893,3838
10/25/14,1155,10044,957,1563,1363,666,868,1301,1762,2942,719,2915,2028,69,3142,1381,1850,691,78,6517,2630,911,149,151,372,316,952,916,3207,3135
10/26/14,1299,12177,869,1727,1520,824,983,1368,1966,4408,775,3347,2118,86,3792,1499,2260,705,71,6485,11747,911,143,166,339,400,962,901,3823,3795
10/27/14,2047,14098,1346,2378,2391,1182,1531,2215,3241,4351,1237,5387,2836,125,5600,2366,3149,1268,115,8160,5321,1394,240,343,685,599,1542,1500,5523,4338
10/28/14,2184,18515,1514,2364,2643,1256,1645,2305,3234,6063,1177,5384,3007,123,5877,2573,3420,1313,158,8323,5409,1755,207,356,862,706,1704,1535,5761,4670
10/29/14,1985,18151,1491,2368,2614,1223,1679,2356,3237,6835,1168,5090,3002,112,5689,2568,3448,1250,105,8785,5458,1720,245,359,867,731,1616,1624,5624,4925
